resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,pitstopId
3801,197,14,1,7,1,\N,R,15,0.0,18,\N,\N,\N,\N,\N,\N,37,14_197
3802,197,65,15,15,12,\N,R,16,0.0,18,\N,\N,\N,\N,\N,\N,20,65_197
3803,197,63,21,17,17,\N,R,17,0.0,18,\N,\N,\N,\N,\N,\N,3,63_197
3804,197,57,1,8,2,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,6,57_197
3805,197,23,17,10,5,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,6,23_197
3806,197,55,15,14,9,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4,55_197
3807,197,15,20,12,14,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,4,15_197
3808,197,68,25,21,16,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,7,68_197
3809,198,30,6,3,2,1,1,1,10.0,71,1:34:45.0,5685000,\N,\N,\N,\N,1,30_198
3810,198,56,6,4,4,2,2,2,6.0,71,+19.575,5704575,\N,\N,\N,\N,1,56_198
3811,198,57,1,8,1,3,3,3,4.0,71,+19.747,5704747,\N,\N,\N,\N,1,57_198
3812,198,35,3,1,5,4,4,4,3.0,71,+1:06.965,5751965,\N,\N,\N,\N,1,35_198
3813,198,25,22,6,10,5,5,5,2.0,70,\N,\N,\N,\N,\N,\N,11,25_198
3814,198,14,1,7,3,6,6,6,1.0,70,\N,\N,\N,\N,\N,\N,11,14_198
3815,198,55,15,14,11,7,7,7,0.0,70,\N,\N,\N,\N,\N,\N,11,55_198
3816,198,65,15,15,13,8,8,8,0.0,70,\N,\N,\N,\N,\N,\N,11,65_198
3817,198,21,22,5,9,9,9,9,0.0,70,\N,\N,\N,\N,\N,\N,11,21_198
3818,198,22,24,18,14,10,10,10,0.0,69,\N,\N,\N,\N,\N,\N,12,22_198
3819,198,44,20,11,16,11,11,11,0.0,69,\N,\N,\N,\N,\N,\N,12,44_198
3820,198,50,24,19,15,12,12,12,0.0,69,\N,\N,\N,\N,\N,\N,12,50_198
3821,198,63,21,17,19,13,13,13,0.0,69,\N,\N,\N,\N,\N,\N,12,63_198
3822,198,64,21,16,17,14,14,14,0.0,69,\N,\N,\N,\N,\N,\N,12,64_198
3823,198,49,3,2,8,15,15,15,0.0,68,\N,\N,\N,\N,\N,\N,22,49_198
3824,198,23,17,10,6,16,16,16,0.0,68,\N,\N,\N,\N,\N,\N,13,23_198
3825,198,75,18,22,21,17,17,17,0.0,65,\N,\N,\N,\N,\N,\N,5,75_198
3826,198,68,25,21,20,\N,R,18,0.0,60,\N,\N,\N,\N,\N,\N,5,68_198
3827,198,15,20,12,12,\N,R,19,0.0,55,\N,\N,\N,\N,\N,\N,20,15_198
3828,198,74,18,23,22,\N,R,20,0.0,41,\N,\N,\N,\N,\N,\N,6,74_198
3829,198,71,17,9,7,\N,R,21,0.0,19,\N,\N,\N,\N,\N,\N,9,71_198
3830,198,73,25,20,18,\N,R,22,0.0,16,\N,\N,\N,\N,\N,\N,9,73_198
3831,199,30,6,3,2,1,1,1,10.0,60,1:47:02.4,6422400,\N,\N,\N,\N,1,30_199
3832,199,57,1,8,1,2,2,2,6.0,60,+22.465,6444865,\N,\N,\N,\N,1,57_199
3833,199,56,6,4,5,3,3,3,4.0,60,+29.199,6451599,\N,\N,\N,\N,1,56_199
3834,199,25,22,6,11,4,4,4,3.0,59,\N,\N,\N,\N,\N,\N,11,25_199
3835,199,21,22,5,10,5,5,5,2.0,59,\N,\N,\N,\N,\N,\N,11,21_199
3836,199,23,17,10,21,6,6,6,1.0,59,\N,\N,\N,\N,\N,\N,11,23_199
3837,199,35,3,1,3,7,7,7,0.0,59,\N,\N,\N,\N,\N,\N,11,35_199
3838,199,75,18,22,19,8,8,8,0.0,58,\N,\N,\N,\N,\N,\N,12,75_199
3839,199,68,25,21,17,9,9,9,0.0,56,\N,\N,\N,\N,\N,\N,14,68_199
3840,199,55,15,14,8,\N,R,10,0.0,53,\N,\N,\N,\N,\N,\N,10,55_199
3841,199,64,21,16,12,\N,R,11,0.0,45,\N,\N,\N,\N,\N,\N,20,64_199
3842,199,44,20,11,22,\N,R,12,0.0,40,\N,\N,\N,\N,\N,\N,20,44_199
3843,199,22,24,18,16,\N,R,13,0.0,39,\N,\N,\N,\N,\N,\N,20,22_199
3844,199,50,24,19,15,\N,R,14,0.0,38,\N,\N,\N,\N,\N,\N,5,50_199
3845,199,14,1,7,4,\N,R,15,0.0,37,\N,\N,\N,\N,\N,\N,20,14_199
3846,199,15,20,12,14,\N,R,16,0.0,37,\N,\N,\N,\N,\N,\N,20,15_199
3847,199,73,25,20,20,\N,R,17,0.0,29,\N,\N,\N,\N,\N,\N,20,73_199
3848,199,74,18,23,18,\N,R,18,0.0,29,\N,\N,\N,\N,\N,\N,20,74_199
3849,199,65,15,15,9,\N,R,19,0.0,27,\N,\N,\N,\N,\N,\N,20,65_199
3850,199,63,21,17,13,\N,R,20,0.0,27,\N,\N,\N,\N,\N,\N,37,63_199
3851,199,49,3,2,6,\N,R,21,0.0,15,\N,\N,\N,\N,\N,\N,20,49_199
3852,199,71,17,9,7,\N,R,22,0.0,13,\N,\N,\N,\N,\N,\N,20,71_199
3853,200,57,1,8,3,1,1,1,10.0,71,1:30:44.0,5444000,\N,\N,\N,\N,1,57_200
3854,200,14,1,7,14,2,2,2,6.0,71,+5.289,5449289,\N,\N,\N,\N,1,14_200
3855,200,30,6,3,4,3,3,3,4.0,71,+39.092,5483092,\N,\N,\N,\N,1,30_200
3856,200,56,6,4,8,4,4,4,3.0,71,+43.976,5487976,\N,\N,\N,\N,1,56_200
3857,200,23,17,10,9,5,5,5,2.0,71,+50.654,5494654,\N,\N,\N,\N,1,23_200
3858,200,35,3,1,11,6,6,6,1.0,71,+53.202,5497202,\N,\N,\N,\N,1,35_200
3859,200,71,17,9,15,7,7,7,0.0,71,+1:13.624,5517624,\N,\N,\N,\N,1,71_200
3860,200,65,15,15,18,8,8,8,0.0,70,\N,\N,\N,\N,\N,\N,11,65_200
3861,200,25,22,6,17,9,9,9,0.0,70,\N,\N,\N,\N,\N,\N,11,25_200
3862,200,15,20,12,16,10,10,10,0.0,70,\N,\N,\N,\N,\N,\N,11,15_200
3863,200,75,18,22,21,11,11,11,0.0,70,\N,\N,\N,\N,\N,\N,11,75_200
3864,200,73,25,20,22,12,12,12,0.0,69,\N,\N,\N,\N,\N,\N,12,73_200
3865,200,50,24,19,12,\N,R,13,0.0,51,\N,\N,\N,\N,\N,\N,5,50_200
3866,200,74,18,23,19,\N,R,14,0.0,30,\N,\N,\N,\N,\N,\N,20,74_200
3867,200,21,22,5,1,\N,R,15,0.0,21,\N,\N,\N,\N,\N,\N,4,21_200
3868,200,55,15,14,2,\N,R,16,0.0,21,\N,\N,\N,\N,\N,\N,4,55_200
3869,200,49,3,2,7,\N,R,17,0.0,16,\N,\N,\N,\N,\N,\N,5,49_200
3870,200,22,24,18,5,\N,R,18,0.0,8,\N,\N,\N,\N,\N,\N,23,22_200
3871,200,64,21,16,13,\N,R,19,0.0,3,\N,\N,\N,\N,\N,\N,4,64_200
3872,200,63,21,17,6,\N,R,20,0.0,1,\N,\N,\N,\N,\N,\N,4,63_200
3873,200,44,20,11,10,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,8,44_200
3874,200,68,25,21,20,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,4,68_200
3875,201,57,1,8,1,1,1,1,10.0,45,1:20:48.0,4848000,\N,\N,\N,\N,1,57_201
3876,201,14,1,7,2,2,2,2,6.0,45,+0.426,4848426,\N,\N,\N,\N,1,14_201
3877,201,35,3,1,3,3,3,3,4.0,45,+2.577,4850577,\N,\N,\N,\N,1,35_201
3878,201,71,17,9,5,4,4,4,3.0,45,+7.185,4855185,\N,\N,\N,\N,1,71_201
3879,201,30,6,3,9,5,5,5,2.0,45,+12.613,4860613,\N,\N,\N,\N,1,30_201
3880,201,23,17,10,4,6,6,6,1.0,45,+29.738,4877738,\N,\N,\N,\N,1,23_201
3881,201,21,22,5,8,7,7,7,0.0,45,+31.026,4879026,\N,\N,\N,\N,1,21_201
3882,201,56,6,4,6,8,8,8,0.0,45,+31.649,4879649,\N,\N,\N,\N,1,56_201
3883,201,49,3,2,10,9,9,9,0.0,45,+32.784,4880784,\N,\N,\N,\N,1,49_201
3884,201,55,15,14,11,10,10,10,0.0,45,+48.371,4896371,\N,\N,\N,\N,1,55_201
3885,201,25,22,6,7,11,11,11,0.0,45,+57.994,4905994,\N,\N,\N,\N,1,25_201
3886,201,15,20,12,14,12,12,12,0.0,44,\N,\N,\N,\N,\N,\N,11,15_201
3887,201,68,25,21,15,13,13,13,0.0,44,\N,\N,\N,\N,\N,\N,11,68_201
3888,201,63,21,17,17,14,14,14,0.0,44,\N,\N,\N,\N,\N,\N,11,63_201
3889,201,44,20,11,16,15,15,15,0.0,44,\N,\N,\N,\N,\N,\N,11,44_201
3890,201,74,18,23,21,16,16,16,0.0,43,\N,\N,\N,\N,\N,\N,12,74_201
3891,201,65,15,15,12,\N,R,17,0.0,37,\N,\N,\N,\N,\N,\N,6,65_201
3892,201,75,18,22,20,\N,R,18,0.0,36,\N,\N,\N,\N,\N,\N,6,75_201
3893,201,22,24,18,13,\N,R,19,0.0,27,\N,\N,\N,\N,\N,\N,6,22_201
3894,201,50,24,19,19,\N,R,20,0.0,24,\N,\N,\N,\N,\N,\N,6,50_201
3895,201,64,21,16,18,\N,R,21,0.0,2,\N,\N,\N,\N,\N,\N,37,64_201
3896,202,30,6,3,3,1,1,1,10.0,77,1:45:26.4,6326400,\N,\N,\N,\N,1,30_202
3897,202,14,1,7,2,2,2,2,6.0,77,+9.433,6335833,\N,\N,\N,\N,1,14_202
3898,202,35,3,1,6,3,3,3,4.0,77,+44.444,6370844,\N,\N,\N,\N,1,35_202
3899,202,71,17,9,4,4,4,4,3.0,77,+55.076,6381476,\N,\N,\N,\N,1,71_202
3900,202,49,3,2,7,5,5,5,2.0,77,+56.51,6382910,\N,\N,\N,\N,1,49_202
3901,202,57,1,8,1,6,6,6,1.0,76,\N,\N,\N,\N,\N,\N,11,57_202
3902,202,55,15,14,11,7,7,7,0.0,76,\N,\N,\N,\N,\N,\N,11,55_202
3903,202,21,22,5,8,8,8,8,0.0,76,\N,\N,\N,\N,\N,\N,11,21_202
3904,202,23,17,10,10,9,9,9,0.0,76,\N,\N,\N,\N,\N,\N,11,23_202
3905,202,65,15,15,15,10,10,10,0.0,76,\N,\N,\N,\N,\N,\N,11,65_202
3906,202,64,21,16,12,11,11,11,0.0,74,\N,\N,\N,\N,\N,\N,13,64_202
3907,202,44,20,11,20,12,12,12,0.0,74,\N,\N,\N,\N,\N,\N,13,44_202
3908,202,50,24,19,17,13,13,13,0.0,74,\N,\N,\N,\N,\N,\N,13,50_202
3909,202,68,25,21,18,14,14,14,0.0,74,\N,\N,\N,\N,\N,\N,13,68_202
3910,202,75,18,22,19,15,15,15,0.0,74,\N,\N,\N,\N,\N,\N,13,75_202
3911,202,25,22,6,9,\N,R,16,0.0,69,\N,\N,\N,\N,\N,\N,6,25_202
3912,202,22,24,18,14,\N,R,17,0.0,54,\N,\N,\N,\N,\N,\N,6,22_202
3913,202,15,20,12,16,\N,R,18,0.0,28,\N,\N,\N,\N,\N,\N,5,15_202
3914,202,63,21,17,13,\N,R,19,0.0,18,\N,\N,\N,\N,\N,\N,6,63_202
3915,202,56,6,4,5,\N,R,20,0.0,13,\N,\N,\N,\N,\N,\N,6,56_202
3916,202,74,18,23,21,\N,R,21,0.0,13,\N,\N,\N,\N,\N,\N,5,74_202
3917,203,71,17,9,3,1,1,1,10.0,44,1:43:47.407,6227407,\N,\N,\N,\N,1,71_203
3918,203,23,17,10,8,2,2,2,6.0,44,+0.932,6228339,\N,\N,\N,\N,1,23_203
3919,203,55,15,14,10,3,3,3,4.0,44,+7.240,6234647,\N,\N,\N,\N,1,55_203
3920,203,49,3,2,9,4,4,4,3.0,44,+32.243,6259650,\N,\N,\N,\N,1,49_203
3921,203,64,21,16,16,5,5,5,2.0,44,+51.682,6279089,\N,\N,\N,\N,1,64_203
3922,203,15,20,12,13,6,6,6,1.0,42,\N,\N,\N,\N,\N,\N,12,15_203
3923,203,14,1,7,2,7,7,7,0.0,39,\N,\N,\N,\N,\N,\N,15,14_203
3924,203,75,18,22,21,8,8,8,0.0,39,\N,\N,\N,\N,\N,\N,15,75_203
3925,203,21,22,5,7,\N,R,9,0.0,26,\N,\N,\N,\N,\N,\N,4,21_203
3926,203,30,6,3,4,\N,R,10,0.0,25,\N,\N,\N,\N,\N,\N,4,30_203
3927,203,56,6,4,5,\N,R,11,0.0,25,\N,\N,\N,\N,\N,\N,20,56_203
3928,203,74,18,23,22,\N,R,12,0.0,17,\N,\N,\N,\N,\N,\N,6,74_203
3929,203,35,3,1,6,\N,R,13,0.0,16,\N,\N,\N,\N,\N,\N,20,35_203
3930,203,68,25,21,19,\N,R,14,0.0,10,\N,\N,\N,\N,\N,\N,20,68_203
3931,203,50,24,19,17,\N,R,15,0.0,8,\N,\N,\N,\N,\N,\N,5,50_203
3932,203,57,1,8,1,\N,R,16,0.0,0,\N,\N,\N,\N,\N,\N,4,57_203
3933,203,25,22,6,11,\N,R,17,0.0,0,\N,\N,\N,\N,\N,\N,4,25_203
3934,203,65,15,15,12,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,4,65_203
3935,203,22,24,18,15,\N,W,19,0.0,0,\N,\N,\N,\N,\N,\N,4,22_203
3936,203,44,20,11,14,\N,W,20,0.0,0,\N,\N,\N,\N,\N,\N,4,44_203
3937,203,63,21,17,18,\N,W,21,0.0,0,\N,\N,\N,\N,\N,\N,4,63_203
3938,203,73,25,20,20,\N,W,22,0.0,0,\N,\N,\N,\N,\N,\N,4,73_203
3939,204,30,6,3,1,1,1,1,10.0,53,1:17:10.3,4630300,\N,\N,\N,\N,1,30_204
3940,204,56,6,4,5,2,2,2,6.0,53,+37.977,4668277,\N,\N,\N,\N,1,56_204
3941,204,23,17,10,6,3,3,3,4.0,53,+41.152,4671452,\N,\N,\N,\N,1,23_204
3942,204,57,1,8,3,4,4,4,3.0,53,+55.671,4685971,\N,\N,\N,\N,1,57_204
3943,204,55,15,14,8,5,5,5,2.0,53,+1:01.872,4692172,\N,\N,\N,\N,1,55_204
3944,204,71,17,9,14,6,6,6,1.0,53,+1:06.688,4696988,\N,\N,\N,\N,1,71_204
3945,204,49,3,2,12,7,7,7,0.0,52,\N,\N,\N,\N,\N,\N,11,49_204
3946,204,21,22,5,11,8,8,8,0.0,52,\N,\N,\N,\N,\N,\N,11,21_204
3947,204,68,25,21,19,9,9,9,0.0,52,\N,\N,\N,\N,\N,\N,11,68_204
3948,204,22,24,18,13,10,10,10,0.0,52,\N,\N,\N,\N,\N,\N,11,22_204
3949,204,74,18,23,22,11,11,11,0.0,51,\N,\N,\N,\N,\N,\N,12,74_204
3950,204,73,25,20,18,12,12,12,0.0,51,\N,\N,\N,\N,\N,\N,12,73_204
3951,204,15,20,12,10,13,13,13,0.0,50,\N,\N,\N,\N,\N,\N,13,15_204
3952,204,50,24,19,17,\N,R,14,0.0,39,\N,\N,\N,\N,\N,\N,6,50_204
3953,204,35,3,1,2,\N,R,15,0.0,37,\N,\N,\N,\N,\N,\N,20,35_204
3954,204,63,21,17,16,\N,R,16,0.0,32,\N,\N,\N,\N,\N,\N,37,63_204
3955,204,25,22,6,7,\N,R,17,0.0,24,\N,\N,\N,\N,\N,\N,6,25_204
3956,204,14,1,7,4,\N,R,18,0.0,16,\N,\N,\N,\N,\N,\N,5,14_204
3957,204,44,20,11,9,\N,R,19,0.0,15,\N,\N,\N,\N,\N,\N,76,44_204
3958,204,75,18,22,21,\N,R,20,0.0,13,\N,\N,\N,\N,\N,\N,5,75_204
3959,204,65,15,15,15,\N,R,21,0.0,12,\N,\N,\N,\N,\N,\N,20,65_204
3960,204,64,21,16,20,\N,R,22,0.0,10,\N,\N,\N,\N,\N,\N,20,64_204
3961,205,57,1,8,3,1,1,1,10.0,67,1:32:14.789,5534789,\N,\N,\N,\N,1,57_205
3962,205,30,6,3,1,2,2,2,6.0,67,+2.211,5537000,\N,\N,\N,\N,1,30_205
3963,205,14,1,7,5,3,3,3,4.0,67,+34.163,5568952,\N,\N,\N,\N,1,14_205
3964,205,56,6,4,2,4,4,4,3.0,67,+58.182,5592971,\N,\N,\N,\N,1,56_205
3965,205,49,3,2,7,5,5,5,2.0,67,+1:00.247,5595036,\N,\N,\N,\N,1,49_205
3966,205,21,22,5,4,6,6,6,1.0,67,+1:01.359,5596148,\N,\N,\N,\N,1,21_205
3967,205,25,22,6,8,7,7,7,0.0,67,+1:04.789,5599578,\N,\N,\N,\N,1,25_205
3968,205,35,3,1,9,8,8,8,0.0,66,\N,\N,\N,\N,\N,\N,11,35_205
3969,205,71,17,9,10,9,9,9,0.0,66,\N,\N,\N,\N,\N,\N,11,71_205
3970,205,55,15,14,11,10,10,10,0.0,66,\N,\N,\N,\N,\N,\N,11,55_205
3971,205,22,24,18,12,11,11,11,0.0,65,\N,\N,\N,\N,\N,\N,12,22_205
3972,205,44,20,11,15,12,12,12,0.0,65,\N,\N,\N,\N,\N,\N,12,44_205
3973,205,50,24,19,18,13,13,13,0.0,65,\N,\N,\N,\N,\N,\N,12,50_205
3974,205,63,21,17,16,14,14,14,0.0,65,\N,\N,\N,\N,\N,\N,12,63_205
3975,205,75,18,22,20,15,15,15,0.0,65,\N,\N,\N,\N,\N,\N,12,75_205
3976,205,68,25,21,19,16,16,16,0.0,65,\N,\N,\N,\N,\N,\N,12,68_205
3977,205,74,18,23,21,\N,R,17,0.0,56,\N,\N,\N,\N,\N,\N,5,74_205
3978,205,23,17,10,6,\N,R,18,0.0,53,\N,\N,\N,\N,\N,\N,23,23_205
3979,205,65,15,15,13,\N,R,19,0.0,37,\N,\N,\N,\N,\N,\N,5,65_205
3980,205,73,25,20,22,\N,R,20,0.0,36,\N,\N,\N,\N,\N,\N,5,73_205
3981,205,15,20,12,14,\N,R,21,0.0,6,\N,\N,\N,\N,\N,\N,7,15_205
3982,205,64,21,16,17,\N,R,22,0.0,6,\N,\N,\N,\N,\N,\N,9,64_205
3983,206,57,1,8,2,1,1,1,10.0,51,1:27:23.4,5243400,\N,\N,\N,\N,1,57_206
3984,206,56,6,4,4,2,2,2,6.0,51,+6.491,5249891,\N,\N,\N,\N,1,56_206
3985,206,14,1,7,3,3,3,3,4.0,51,+27.662,5271062,\N,\N,\N,\N,1,14_206
3986,206,71,17,9,8,4,4,4,3.0,51,+1:13.491,5316891,\N,\N,\N,\N,1,71_206
3987,206,49,3,2,5,5,5,5,2.0,51,+1:13.857,5317257,\N,\N,\N,\N,1,49_206
3988,206,35,3,1,6,6,6,6,1.0,51,+1:15.867,5319267,\N,\N,\N,\N,1,35_206
3989,206,55,15,14,12,7,7,7,0.0,51,+1:36.053,5339453,\N,\N,\N,\N,1,55_206
3990,206,21,22,5,10,8,8,8,0.0,51,+1:41.302,5344702,\N,\N,\N,\N,1,21_206
3991,206,25,22,6,9,9,9,9,0.0,50,\N,\N,\N,\N,\N,\N,11,25_206
3992,206,65,15,15,11,10,10,10,0.0,50,\N,\N,\N,\N,\N,\N,11,65_206
3993,206,44,20,11,13,11,11,11,0.0,50,\N,\N,\N,\N,\N,\N,11,44_206
3994,206,15,20,12,14,12,12,12,0.0,48,\N,\N,\N,\N,\N,\N,13,15_206
3995,206,75,18,22,20,\N,R,13,0.0,40,\N,\N,\N,\N,\N,\N,37,75_206
3996,206,30,6,3,1,\N,R,14,0.0,31,\N,\N,\N,\N,\N,\N,27,30_206
3997,206,68,25,21,17,\N,R,15,0.0,28,\N,\N,\N,\N,\N,\N,4,68_206
3998,206,74,18,23,21,\N,R,16,0.0,28,\N,\N,\N,\N,\N,\N,4,74_206
3999,206,22,24,18,16,\N,R,17,0.0,25,\N,\N,\N,\N,\N,\N,9,22_206
4000,206,50,24,19,19,\N,R,18,0.0,21,\N,\N,\N,\N,\N,\N,6,50_206
4001,206,63,21,17,15,\N,R,19,0.0,14,\N,\N,\N,\N,\N,\N,9,63_206
4002,206,23,17,10,7,\N,R,20,0.0,13,\N,\N,\N,\N,\N,\N,5,23_206
4003,206,64,21,16,18,\N,R,21,0.0,2,\N,\N,\N,\N,\N,\N,20,64_206
4004,206,73,25,20,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81,73_206
4005,207,14,1,10,4,1,1,1,10.0,58,1:30:28.718,5428718,\N,\N,\N,\N,1,14_207
4006,207,30,6,5,3,2,2,2,6.0,58,+20.046,5448764,\N,\N,\N,\N,1,30_207
4007,207,57,1,9,6,3,3,3,4.0,58,+22.177,5450895,\N,\N,\N,\N,1,57_207
4008,207,77,22,8,10,4,4,4,3.0,58,+22.841,5451559,\N,\N,\N,\N,1,77_207
4009,207,44,20,14,9,5,5,5,2.0,58,+1:00.308,5489026,\N,\N,\N,\N,1,44_207
4010,207,78,15,17,13,6,6,6,1.0,58,+1:36.040,5524758,\N,\N,\N,\N,1,78_207
4011,207,75,20,15,16,7,7,7,0.0,56,\N,\N,\N,\N,\N,\N,12,75_207
4012,207,49,3,4,2,8,8,8,0.0,55,\N,\N,\N,\N,\N,\N,23,49_207
4013,207,15,18,21,17,9,9,9,0.0,55,\N,\N,\N,\N,\N,\N,13,15_207
4014,207,64,21,2,22,10,10,10,0.0,54,\N,\N,\N,\N,\N,\N,14,64_207
4015,207,22,24,22,11,\N,R,11,0.0,49,\N,\N,\N,\N,\N,\N,5,22_207
4016,207,63,25,19,18,\N,R,12,0.0,42,\N,\N,\N,\N,\N,\N,5,63_207
4017,207,76,24,23,19,\N,R,13,0.0,36,\N,\N,\N,\N,\N,\N,22,76_207
4018,207,55,22,7,8,\N,R,14,0.0,34,\N,\N,\N,\N,\N,\N,74,55_207
4019,207,79,18,20,15,\N,R,15,0.0,32,\N,\N,\N,\N,\N,\N,10,79_207
4020,207,21,17,12,14,\N,R,16,0.0,14,\N,\N,\N,\N,\N,\N,20,21_207
4021,207,50,25,18,21,\N,R,17,0.0,2,\N,\N,\N,\N,\N,\N,20,50_207
4022,207,23,17,11,12,\N,R,18,0.0,1,\N,\N,\N,\N,\N,\N,6,23_207
4023,207,35,3,3,1,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,4,35_207
4024,207,56,6,6,5,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4,56_207
4025,207,65,15,16,7,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,4,65_207
4026,207,71,21,1,20,\N,W,22,0.0,0,\N,\N,\N,\N,\N,\N,37,71_207
4027,207,80,26,24,23,\N,F,23,0.0,0,\N,\N,\N,\N,\N,\N,81,80_207
4028,207,73,26,25,24,\N,F,24,0.0,0,\N,\N,\N,\N,\N,\N,81,73_207
4029,208,35,3,3,1,1,1,1,10.0,72,1:36:06.990,5766990,\N,\N,\N,\N,1,35_208
4030,208,77,22,8,3,2,2,2,6.0,72,+4.190,5771180,\N,\N,\N,\N,1,77_208
4031,208,44,20,14,5,3,3,3,4.0,72,+15.870,5782860,\N,\N,\N,\N,1,44_208
4032,208,57,1,9,4,4,4,4,3.0,72,+33.033,5800023,\N,\N,\N,\N,1,57_208
4033,208,30,6,5,2,5,5,5,2.0,72,+33.731,5800721,\N,\N,\N,\N,1,30_208
4034,208,55,22,7,6,6,6,6,1.0,72,+34.020,5801010,\N,\N,\N,\N,1,55_208
4035,208,65,15,16,13,7,7,7,0.0,72,+50.912,5817902,\N,\N,\N,\N,1,65_208
4036,208,21,17,12,7,8,8,8,0.0,72,+1:00.639,5827629,\N,\N,\N,\N,1,21_208
4037,208,49,3,4,8,9,9,9,0.0,72,+1:15.402,5842392,\N,\N,\N,\N,1,49_208
4038,208,14,1,10,12,10,10,10,0.0,71,\N,\N,\N,\N,\N,\N,11,14_208
4039,208,78,15,17,19,11,11,11,0.0,71,\N,\N,\N,\N,\N,\N,11,78_208
4040,208,15,18,21,17,12,12,12,0.0,71,\N,\N,\N,\N,\N,\N,11,15_208
4041,208,63,25,19,22,13,13,13,0.0,71,\N,\N,\N,\N,\N,\N,11,63_208
4042,208,75,20,15,15,14,14,14,0.0,71,\N,\N,\N,\N,\N,\N,11,75_208
4043,208,50,25,18,21,15,15,15,0.0,70,\N,\N,\N,\N,\N,\N,12,50_208
4044,208,56,6,6,14,16,16,16,0.0,70,\N,\N,\N,\N,\N,\N,12,56_208
4045,208,71,21,1,9,17,17,17,0.0,68,\N,\N,\N,\N,\N,\N,5,71_208
4046,208,79,18,20,18,18,18,18,0.0,67,\N,\N,\N,\N,\N,\N,15,79_208
4047,208,23,17,11,10,\N,R,19,0.0,52,\N,\N,\N,\N,\N,\N,10,23_208
4048,208,22,24,22,11,\N,R,20,0.0,16,\N,\N,\N,\N,\N,\N,22,22_208
4049,208,64,21,2,16,\N,R,21,0.0,15,\N,\N,\N,\N,\N,\N,22,64_208
4050,208,76,24,23,20,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,3,76_208
4051,209,35,3,3,1,1,1,1,10.0,72,1:52:01.715,6721715,\N,\N,\N,\N,1,35_209
4052,209,56,6,6,7,2,2,2,6.0,72,+0.979,6722694,\N,\N,\N,\N,1,56_209
4053,209,23,17,11,6,3,3,3,4.0,72,+12.089,6733804,\N,\N,\N,\N,1,23_209
4054,209,65,15,16,8,4,4,4,3.0,72,+29.919,6751634,\N,\N,\N,\N,1,65_209
4055,209,57,1,9,17,5,5,5,2.0,72,+30.351,6752066,\N,\N,\N,\N,1,57_209
4056,209,77,22,8,12,6,6,6,1.0,72,+31.393,6753108,\N,\N,\N,\N,1,77_209
4057,209,55,22,7,11,7,7,7,0.0,72,+46.359,6768074,\N,\N,\N,\N,1,55_209
4058,209,63,25,19,19,8,8,8,0.0,71,\N,\N,\N,\N,\N,\N,11,63_209
4059,209,15,18,21,18,9,9,9,0.0,71,\N,\N,\N,\N,\N,\N,11,15_209
4060,209,76,24,23,15,10,10,10,0.0,66,\N,\N,\N,\N,\N,\N,5,76_209
4061,209,78,15,17,14,\N,R,11,0.0,63,\N,\N,\N,\N,\N,\N,20,78_209
4062,209,64,21,2,22,\N,R,12,0.0,50,\N,\N,\N,\N,\N,\N,5,64_209
4063,209,75,20,15,20,\N,R,13,0.0,49,\N,\N,\N,\N,\N,\N,5,75_209
4064,209,50,25,18,16,\N,R,14,0.0,43,\N,\N,\N,\N,\N,\N,5,50_209
4065,209,79,18,20,21,\N,R,15,0.0,37,\N,\N,\N,\N,\N,\N,20,79_209
4066,209,71,21,1,13,\N,R,16,0.0,33,\N,\N,\N,\N,\N,\N,5,71_209
4067,209,21,17,12,9,\N,R,17,0.0,24,\N,\N,\N,\N,\N,\N,4,21_209
4068,209,22,24,22,5,\N,R,18,0.0,24,\N,\N,\N,\N,\N,\N,9,22_209
4069,209,44,20,14,3,\N,R,19,0.0,18,\N,\N,\N,\N,\N,\N,10,44_209
4070,209,49,3,4,2,\N,R,20,0.0,5,\N,\N,\N,\N,\N,\N,8,49_209
4071,209,30,6,5,4,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,4,30_209
4072,209,14,1,10,10,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,4,14_209
4073,210,49,3,4,2,1,1,1,10.0,62,1:31:00.673,5460673,\N,\N,\N,\N,1,49_210
4074,210,30,6,5,3,2,2,2,6.0,62,+1.237,5461910,\N,\N,\N,\N,1,30_210
4075,210,56,6,6,9,3,3,3,4.0,62,+1:18.343,5539016,\N,\N,\N,\N,1,56_210
